id,x,y
76,7.4892,8.95534
226,7.37727,8.91646
421,7.53541,6.79027
771,7.47281,6.99989
862,7.97576,6.63297
1123,8.18029,6.58103
1294,8.136,7.04101
1526,7.99879,7.90603
1684,7.55504,8.58394
1971,6.12828,8.35636
2108,7.65377,8.47779
2297,7.36207,7.88663
2553,7.87344,8.47953
2656,7.79068,8.5518
2846,7.9995,7.42492
3199,7.41034,7.52826
3347,7.42165,7.85355
3456,8.0847,6.64411
3613,7.62493,7.46762
3965,7.42562,7.2322
4100,7.84075,8.24146
4212,8.7733,8.59032
4405,8.68204,7.92781
4682,7.47085,7.99316
4870,7.4662,7.71498
5012,7.36575,8.27992
5256,7.84557,7.50677
5425,7.54916,7.86641
5680,7.88481,7.52866
5922,7.39181,7.36975
6198,8.456,7.47882
6390,6.76957,8.43304
6532,8.29508,7.33906
6650,8.26304,7.11214
6929,8.93647,7.58225
7139,8.62895,7.50356
7243,8.75366,8.05639
7511,7.30417,7.41957
7605,7.85266,8.37543
7933,7.86591,7.89421
8171,7.65746,7.208
8383,8.62646,7.96407
8600,7.34026,8.28534
8719,7.63294,6.94834
8970,8.06755,7.77458
9094,6.49179,7.95748
9203,6.88094,7.12177
9465,7.29377,7.46363
9739,8.44091,7.44483
9850,8.08554,7.68309
10042,8.22958,7.74274
10260,7.98202,7.47485
10592,8.22367,8.00187
10749,8.31228,7.5052
10991,7.91153,7.46803
11144,8.02106,6.70589
11374,8.26308,8.18175
11566,8.29099,8.33639
11679,7.53159,7.79782
11820,8.17878,7.72617
12160,7.2446,7.70546
12285,6.94603,8.06544
12503,7.66537,7.57592
12601,7.62041,7.6034
12896,8.12583,7.68161
13082,7.52748,7.70929
13232,7.09585,7.74749
13521,7.40029,6.9805
13609,7.58103,7.23286
13895,7.99236,8.23317
14067,8.16235,7.71266
14390,7.92575,7.48888
14439,7.52741,7.38259
14732,8.15949,7.22073
14849,7.73249,7.47108
15079,8.01489,7.7386
15247,8.32007,7.20467
15472,8.40052,7.42475
15627,7.2589,8.09382
15881,8.41619,8.883
16163,7.93279,7.98351
16265,7.68017,8.38917
16533,7.32353,8.07235
16759,7.57305,8.34649
16968,7.82815,7.96153
17069,8.2587,8.07745
17257,8.07772,7.93142
17564,8.04767,7.5482
17656,8.41314,7.86741
17839,7.87526,7.88704
18198,7.89279,7.98602
18227,7.66699,8.84399
18577,8.16919,7.99952
18777,7.61729,7.85947
18905,8.39352,8.61502
19152,7.84063,7.09687
19219,7.74105,7.35862
19527,7.0653,6.93613
19734,7.31191,7.09262
19830,7.55781,7.88978
20041,6.95098,7.66594
20400,8.11002,7.86875
20430,6.87245,7.7911
20712,7.19951,7.19656
20955,7.81314,7.67889
21117,7.78917,7.7068
21270,6.6448,7.56478
21426,7.94712,8.16528
21733,8.39512,7.13179
21997,8.46643,7.4762
22142,7.97737,7.4135
22359,7.92282,7.23268
22566,8.6899,8.32685
22749,7.95576,7.62668
22977,7.65918,7.84903
23143,6.96384,7.92952
23285,7.09805,8.21027
23440,7.05506,8.05893
23715,7.4302,9.07357
23814,7.4136,8.01233
24147,8.29345,7.8478
24218,8.01574,7.64034
24457,8.56055,7.63031
24641,8.27319,7.14078
24831,8.03707,8.17376
25072,8.44299,7.92097
25290,7.45389,7.79788
25577,7.22576,8.3266
25701,7.61462,7.41742
25977,7.76522,8.07344
26099,7.45925,7.59699
26295,8.03218,7.6287
26509,8.1266,7.91423
26738,7.41302,6.8981
26990,7.48312,7.054
27142,8.10796,7.80933
27311,7.59369,8.3657
27549,8.12226,7.588
27732,7.47178,7.42636
27881,8.46318,7.96866
28064,8.20811,7.19311
28337,7.6081,8.17731
28476,6.63439,8.6654
28748,7.08932,7.84258
28839,8.46898,6.78067
29128,6.93982,7.28314
29353,7.99874,6.83503
29478,7.7395,8.14909
29719,7.50353,6.76607
29885,7.2338,7.7896
30047,7.16439,8.11685
30218,7.44517,7.96272
30522,7.103,7.38215
30628,7.75565,7.0838
30960,7.41508,7.34246
31137,8.74174,8.31618
31313,8.14471,7.81142
31412,8.6543,7.96654
31774,9.09885,7.32931
31963,9.10104,8.30605
32104,7.49386,6.74307
32361,8.12713,6.87763
32512,8.44587,8.57308
32633,7.58536,8.633
32941,7.07567,8.34413
33115,6.51056,6.99413
33270,6.86924,6.87451
33562,6.83156,7.55696
33602,7.18454,7.28579
33817,7.17232,7.34226
34046,7.76851,7.32956
34293,8.13941,7.63431
34417,7.57885,7.86352
34746,8.4903,8.2285
34931,7.22775,8.44536
35071,6.94201,8.13935
35332,8.05165,8.2907
35554,7.25137,7.96705
35725,7.028,7.75772
35985,7.27627,7.94447
36147,7.57362,7.69258
36289,7.13086,7.80119
36573,8.20489,7.33696
36722,8.17732,8.16504
36960,7.39562,7.65264
37164,7.16105,7.55623
37302,7.76114,8.06705
37518,8.13531,6.92861
37659,7.69865,7.89748
37930,7.34224,7.59925
38194,7.58572,7.85839
38229,7.54496,7.92242
38414,7.29728,7.94471
38650,7.46138,7.58372
38813,7.64092,6.77926
39066,7.78064,6.9615
39320,7.84445,6.7093
39574,7.26707,8.05495
39604,7.43173,6.56661
39975,6.95497,7.88592
40009,7.43711,8.32354
40369,7.39829,7.58568
40496,7.83275,7.164
40722,7.54565,8.22842
40889,7.55655,8.39407
41148,7.96927,7.77301
41302,8.07546,7.90591
41422,7.86845,6.92631
41711,7.57481,7.50478
41983,7.70329,7.19889
42102,7.75215,7.37489
42222,7.7729,6.45121
42414,7.92848,8.29858
42609,7.14988,8.49564
42852,7.84077,7.40971
43110,7.56994,8.41788
43281,7.9147,7.84472
43562,8.04888,8.08229
43794,7.71482,8.35666
43878,8.4278,7.50731
44148,8.12055,7.39764
44342,7.85958,7.04277
44433,7.63124,8.10012
44627,7.3277,8.06836
44965,7.10153,8.00968
45035,7.39828,7.62131
45244,7.98007,7.69435
45474,7.21285,7.881
45613,7.39438,7.27131
45852,7.9795,7.53878
46151,8.09768,7.76119
46369,7.26539,7.46769
46418,8.14866,7.26585
46739,7.67839,7.91896
46801,7.95196,7.38258
47162,7.62791,7.83142
47233,7.60066,8.61791
47535,8.10089,6.3516
47760,7.54596,7.79774
48000,7.09108,8.46094
