id,x,y,z
30,-0.600544,-2.87134,-4.3375
185,-1.40375,-3.54764,-4.07725
266,0.680304,-4.5224,-3.62679
326,-1.53545,-3.80852,-4.94528
409,-0.521409,-4.95131,-4.46045
523,-0.36265,-4.04824,-4.6755
688,-0.246712,-4.90839,-4.82429
712,0.163581,-4.86499,-3.82678
856,0.133334,-4.87377,-4.58838
911,-0.357009,-4.97214,-3.33072
1067,0.259617,-4.92072,-4.89634
1126,0.190993,-4.90523,-4.76581
1216,-1.34616,-4.856,-4.84365
1355,-1.36704,-4.00758,-4.05254
1407,-0.334105,-4.72882,-4.33078
1520,0.261679,-4.51725,-4.87899
1652,0.310922,-4.57519,-4.47292
1723,-0.761791,-4.02203,-4.064
1808,-0.945388,-4.00495,-4.54862
1909,-0.330228,-4.44879,-4.68835
2071,-1.02232,-3.59393,-4.58301
2200,-0.0677773,-3.7868,-4.51109
2204,-0.959881,-4.74293,-4.39237
2372,-0.591268,-4.81469,-4.91106
2419,-1.1116,-3.67373,-4.50152
2524,0.471937,-4.82869,-4.47944
2684,0.175609,-4.24658,-4.56665
2740,0.32077,-4.86554,-4.68211
2856,-0.412637,-4.45524,-4.98287
2982,-0.01338,-4.11606,-4.92259
3079,-0.261762,-4.10315,-4.755
3155,-0.367512,-4.34736,-4.72303
3214,-1.21427,-4.77213,-4.50772
3386,-0.195801,-4.84442,-3.5738
3412,-0.677761,-4.81939,-4.57166
3512,-1.14388,-4.91347,-4.60705
3689,-0.5925,-4.23677,-4.39202
3782,-0.941683,-4.19386,-4.20512
3893,0.368641,-4.82341,-4.60911
3985,0.259911,-4.20991,-4.16407
4018,-0.361818,-4.02298,-4.78267
4141,-0.30722,-4.30923,-4.89343
4215,-0.809556,-4.22972,-4.16411
4317,-1.80577,-3.79409,-4.67452
4414,-0.818113,-3.65734,-4.80729
4530,-0.6291,-4.55428,-4.44619
4682,0.142034,-4.79571,-4.06529
4770,-0.423583,-4.03598,-4.38948
4860,0.211936,-4.43273,-4.26333
4967,-0.214672,-4.73642,-4.71942
5002,-1.12653,-4.54221,-4.50542
5130,0.347363,-4.35934,-4.70707
5211,0.732917,-3.75923,-4.57924
5352,-0.20558,-4.00446,-3.83458
5476,-1.10015,-4.0003,-3.57401
5574,-0.575647,-4.2143,-4.70622
5697,-1.69224,-3.80962,-4.00541
5760,-0.352749,-3.28035,-4.5267
5810,-0.511263,-4.18165,-4.43415
5950,-0.925521,-4.32193,-4.41255
6031,-1.05185,-4.67128,-4.92374
6164,-0.648157,-4.69914,-4.62215
6278,-1.81001,-4.05218,-4.54808
6389,-0.539137,-4.01893,-4.72921
6483,-0.975669,-4.63967,-3.75365
6556,-0.686902,-4.4523,-4.37801
6675,-0.135792,-4.36337,-4.58874
6710,-0.621783,-4.89669,-4.747
6838,-1.09531,-4.06085,-4.35455
6906,-0.948003,-4.46574,-4.87637
7020,-1.24849,-4.80953,-4.15321
7198,-2.03694,-4.90649,-4.68828
7257,-1.43282,-4.71178,-4.1718
7387,-0.575993,-4.44298,-3.96538
7483,-0.362954,-4.17069,-4.34197
7525,-0.660409,-3.84538,-4.75122
7612,-0.51232,-4.40262,-4.47066
7742,-0.468358,-4.24068,-4.9519
7843,-0.718679,-4.27846,-4.84202
7981,-0.822766,-4.92306,-4.77686
8032,-0.687041,-4.78458,-4.50633
8114,-1.07987,-4.61788,-4.67178
8294,0.0446012,-4.16744,-4.63717
8338,0.778511,-4.95453,-4.06225
8473,0.271395,-4.192,-4.27781
8529,-0.607423,-4.68889,-4.4194
8669,-0.298502,-3.99736,-4.76946
8701,-0.15296,-4.07014,-4.4445
8832,-1.06834,-4.04721,-3.57137
8903,-2.23068,-4.45242,-4.32529
9016,-0.825806,-4.40205,-4.94744
9171,-0.21348,-4.92885,-4.78975
9209,-1.11402,-4.29888,-4.41762
9351,-1.51097,-4.9269,-4.71316
9419,-1.30006,-4.8835,-4.85682
9507,0.0915506,-4.06969,-4.91166
9632,1.07231,-4.31132,-4.65226
9781,-0.209233,-4.64361,-4.87102
9811,-0.358432,-3.96955,-4.46143
9914,0.347073,-4.34064,-4.85524
10088,-0.391747,-4.85972,-4.84713
10109,-0.862731,-4.64843,-4.87699
10294,-1.94075,-4.31619,-4.98851
10334,-0.49055,-4.69947,-3.75935
10464,-1.11881,-4.05397,-4.38968
10523,-0.926978,-2.84992,-4.52906
10623,-1.00242,-3.56351,-4.91442
10792,-1.2073,-4.21272,-4.21842
10814,-0.770956,-4.47493,-4.7135
10982,-0.590734,-4.69121,-4.44685
11050,0.282295,-4.24294,-4.35847
11140,-0.218305,-3.12258,-4.5443
11291,-0.811421,-4.53963,-4.99398
11344,-0.904958,-3.59292,-4.72669
11452,-0.667391,-4.22168,-4.19972
11569,-0.798912,-4.68636,-4.55065
11609,-0.0170281,-4.40904,-4.379
11800,-0.272344,-3.99481,-4.38707
11805,-1.08536,-4.47363,-3.95469
11995,-0.922966,-4.15719,-4.24558
12025,-0.430314,-3.96106,-4.22142
12182,0.105231,-4.68299,-3.70398
12285,1.34849,-4.45629,-4.62617
12367,0.481655,-4.77473,-4.86727
12480,-0.00797362,-4.9421,-4.51715
12572,-0.812167,-4.82298,-4.01218
12685,-0.953927,-4.89138,-4.31806
12717,-0.693649,-4.73961,-4.23489
12808,-1.78579,-4.77715,-4.24629
12965,-0.151352,-4.10862,-4.31505
13018,0.464253,-3.8993,-4.90202
13171,-0.771107,-3.97926,-4.73159
13277,-0.958786,-4.70054,-3.96145
13329,-0.370938,-4.34884,-4.2939
13424,-1.3223,-4.70366,-4.82377
13575,1.28465,-4.78561,-4.78019
13672,0.0322572,-4.47911,-4.70062
13741,-1.53846,-3.80208,-4.30722
13807,-1.20968,-4.74005,-3.92227
13926,-1.60042,-4.02268,-4.24675
14055,-1.24237,-4.81996,-4.8479
14143,-0.828617,-4.46341,-4.98885
14287,-0.525295,-4.96971,-4.94954
14305,-0.10627,-4.88471,-4.64594
14407,-1.04386,-4.59116,-4.99272
14531,-1.23518,-4.71243,-4.78909
14655,-1.19094,-4.27753,-4.71758
14744,-0.775288,-4.24615,-4.45403
14866,-0.44699,-3.92146,-4.77924
14970,-0.559833,-4.79855,-4.27829
15026,-0.288241,-4.59869,-4.9112
15149,-1.04799,-4.31317,-4.38366
15234,-1.49394,-4.73999,-4.74166
15332,-0.396018,-3.79069,-4.85973
15426,-1.8023,-4.16145,-4.81625
15505,-1.69454,-3.49946,-3.74632
15698,-0.583011,-4.96659,-4.97875
15794,-1.14533,-4.72574,-4.84826
15830,-1.17901,-4.22984,-3.85218
15902,-0.52219,-4.29587,-4.35587
16002,-0.744253,-3.90346,-4.59704
16145,-0.196087,-4.46258,-4.74812
16250,-0.842633,-3.91196,-4.23493
16307,-0.860979,-4.26156,-4.9714
16467,-0.994424,-4.96318,-3.76038
16557,-0.928441,-4.83072,-4.47665
16626,-1.0182,-4.61139,-4.49332
16744,-1.55489,-4.68721,-4.55613
16894,-0.587505,-4.21463,-4.27903
16955,-1.40417,-3.96638,-4.20664
17008,-0.379601,-4.1782,-4.92638
17165,-0.239703,-4.76174,-4.26743
17277,0.115533,-4.66081,-4.41095
17393,-0.940371,-4.62064,-4.7119
17496,-1.291,-4.33987,-4.80868
17530,-1.04662,-4.27882,-4.69203
17680,-1.53065,-4.64609,-4.55796
17752,-0.790426,-4.54305,-4.89279
17862,-0.53379,-3.90362,-4.2548
17948,-1.22327,-4.24405,-4.94702
18032,-1.42798,-4.38053,-4.08338
18121,-0.790773,-4.27961,-4.28773
18209,-1.52585,-4.89695,-4.25804
18393,-0.00794294,-3.86439,-4.52297
18441,0.0671981,-4.1508,-4.63502
18583,-0.370325,-4.76946,-4.96334
18686,-0.142967,-4.83808,-4.24428
18771,-1.0855,-3.56822,-4.51892
18852,-0.495247,-3.83172,-4.7848
18985,-0.227889,-2.97604,-4.90985
19061,-0.231273,-4.21471,-4.8852
19197,-0.863868,-4.79702,-4.15053
19264,0.49972,-4.47678,-4.34818
