id,x,y
51,1.66861,1.60953
218,1.87073,0.916945
582,2.46473,1.53807
727,1.54535,1.97132
858,1.79071,1.63932
1169,1.84729,1.04761
1301,1.84708,1.61149
1409,1.73233,1.30387
1616,1.81144,1.51386
1839,2.03081,1.68839
2072,1.59972,1.51107
2325,1.44048,1.35754
2464,1.70405,1.18266
2708,1.87757,1.44427
2876,1.72109,1.79655
3184,2.22535,1.83939
3369,2.03777,1.44169
3413,2.04761,1.62769
3770,2.02562,1.84953
3836,1.90424,1.30673
4200,1.69034,2.27042
4214,2.35539,0.953558
4599,1.68331,1.85654
4789,2.10536,2.03297
4815,1.97392,1.63174
5148,1.56562,2.02269
5335,1.53163,1.51696
5462,1.89799,1.49266
5768,1.9159,1.98351
5849,1.67499,1.72643
6172,2.03668,2.00624
6266,2.15804,1.80866
6591,1.70456,1.2308
6642,1.5885,1.79576
6917,1.64944,1.91733
7092,1.63111,1.66013
7264,2.12679,1.21897
7499,1.94234,1.11388
7775,1.46197,1.66148
7870,1.50162,1.49142
8049,1.69464,1.98144
8367,1.97655,1.76799
8425,2.22969,1.49893
8628,1.84863,1.43736
8967,1.5672,1.72298
9183,1.62883,1.48263
9296,1.86968,1.29891
9485,1.63052,1.60818
9783,1.56909,1.79502
9845,1.73799,1.52769
10183,1.81054,1.39546
10221,1.98883,1.40613
10581,1.84193,1.68102
10744,2.20123,1.53069
10805,1.82553,1.73784
11138,2.02176,1.361
11339,2.36118,2.05507
11589,2.27258,1.91766
11768,1.81056,1.3541
11831,1.92051,1.58014
12071,1.89107,1.43294
12257,1.68913,1.58689
12510,1.89158,1.31776
12747,1.77018,1.57355
12926,1.79325,1.68031
13153,1.63614,1.65467
13264,1.96957,1.70553
13424,2.03784,1.58314
13638,1.82844,1.5043
13922,1.891,1.07343
14065,1.83827,1.46842
14397,1.59402,1.88219
14574,1.82304,2.10364
14800,1.75003,2.16713
14963,1.49092,1.5939
15134,2.17818,1.67626
15265,1.87549,1.72771
15467,2.0249,1.42074
15748,1.62529,1.17031
15822,2.22738,2.13346
16057,2.44156,1.62281
16344,1.88917,0.883235
16427,1.93055,1.25723
16790,1.78662,1.48198
16932,1.87229,1.82994
17071,2.10656,2.27952
17397,2.09947,1.54391
17566,1.58422,1.58171
17767,1.99828,1.70094
17986,1.77799,1.60551
18017,3.98975,2.7359
18375,1.89718,1.67709
18413,1.80965,1.90605
18711,2.00923,1.52016
18858,1.82709,1.51471
19074,1.72523,1.45471
19356,4.07395,2.55732
19554,2.19846,1.20628
19764,1.96739,2.01012
19877,1.79036,1.61133
20200,1.6385,2.12397
20395,1.72021,1.75459
20549,1.32044,1.34897
20748,1.46035,1.76417
20870,1.6977,1.63456
21025,1.77099,1.1159
21270,1.83452,1.52841
21418,2.14257,1.41862
21642,1.91062,1.74232
21923,2.09437,1.84962
22083,1.92908,1.29981
22392,2.18681,1.29022
22453,1.77182,1.12158
22618,2.00058,1.24523
22936,1.38389,1.25854
23176,1.77822,1.52348
23348,1.91079,1.53763
23477,1.92971,1.37587
23663,1.33129,1.30348
23809,1.27525,1.37216
24101,1.77542,1.45231
24231,1.71677,1.64853
24572,1.83093,1.32935
24643,1.90792,1.93324
24854,1.78009,1.07363
25054,1.23817,1.66565
25294,1.9134,1.48015
25531,1.66072,1.23267
25751,2.13279,1.21234
25937,1.54692,1.77936
26013,1.73162,1.58026
26214,1.80158,1.31029
26455,1.87573,1.52831
26767,2.26178,1.58954
26974,1.92293,1.94733
27178,1.70086,1.68185
27356,1.681,1.42205
27423,1.97833,1.24006
27708,1.42886,1.49488
27978,1.91759,1.27012
28035,1.65844,1.41939
28232,2.22567,1.10393
28424,1.48288,1.97751
28624,1.84569,1.59746
28961,2.24918,1.30428
29120,1.87716,1.68686
29358,1.56012,1.67071
29413,2.0963,1.32669
29696,1.77307,1.64544
29943,2.09144,1.36814
30073,2.42917,1.40566
30266,1.87004,1.69751
30421,2.0236,1.48709
30782,2.07587,1.59467
30920,1.9586,1.93945
31070,2.03728,1.40097
31364,1.89146,1.41468
31403,1.75373,1.25177
31798,2.07259,1.10773
31901,1.74075,1.75985
32044,1.9316,1.35809
32217,1.78507,1.38866
32516,1.83981,1.44893
32775,2.05124,1.46397
32998,1.72219,1.32629
33184,1.5001,1.38013
33277,1.54782,1.61125
33455,1.37647,1.66744
33626,2.04559,1.81163
33993,1.59393,1.78759
34150,1.77743,1.43512
34294,1.77271,1.36965
34502,1.99632,1.43752
34777,2.12916,1.46583
34973,1.97703,1.24397
35061,1.89061,1.54695
35292,1.88305,1.70923
35466,1.55617,1.55041
35790,1.68259,1.85836
35916,1.74502,1.83597
36151,1.51819,1.81603
36232,1.51247,1.12271
36460,1.74726,1.52528
36685,2.00882,1.2409
36851,1.7138,1.50363
37150,1.67442,1.72924
37260,1.67087,1.36404
37429,1.76943,1.48919
37716,1.47939,1.64972
37877,1.41011,1.50755
38121,2.03722,1.66441
38211,1.59268,1.1464
38497,2.16414,1.25563
38605,1.72274,1.42562
38916,1.72288,2.06923
39092,1.87588,1.60777
39335,1.73767,1.41117
39541,1.42833,1.9867
39793,1.67075,1.87253
39945,1.77301,1.44405
40008,2.34391,1.90726
40218,1.89047,1.55328
40535,1.94796,1.58459
40776,1.95485,1.9427
40874,1.95964,1.54892
41056,1.85886,1.50772
41240,2.00928,2.07526
41452,1.97367,1.41947
41739,1.396,2.0921
41997,1.96135,1.41556
42100,1.78175,1.0832
42235,2.19929,1.20986
42455,2.178,1.03397
42643,1.8468,1.83693
42857,1.28052,1.60219
43126,1.7845,1.94753
43255,1.69538,2.11984
43424,1.9147,1.74909
43759,1.9168,2.23159
43933,1.57716,1.5274
44023,1.8544,1.15689
44314,2.34114,1.88193
44484,1.7976,1.66939
44762,1.79736,2.06506
44811,1.85807,1.53051
45195,1.80747,1.6289
45287,1.99287,1.57378
45502,1.96646,1.60167
45664,1.89383,1.49506
45970,2.31091,2.04062
46115,1.99522,1.96833
46238,1.78981,0.796081
46406,1.79794,1.38459
46671,1.85878,1.91824
46995,1.55801,1.40005
47062,1.66292,1.8252
47249,1.89778,1.38251
47533,1.77526,1.21605
47626,1.60837,1.38855
47861,1.69734,1.79404
48148,1.37511,2.09166
48344,1.79324,1.2482
48523,1.91939,1.60401
48764,1.51652,1.71377
48802,1.92253,1.98868
49106,1.88532,1.42035
49397,2.36863,1.76781
49580,1.43813,1.65859
49706,1.64644,1.7262
49881,2.13177,1.80005
50190,1.74212,1.48632
50294,2.22135,1.60166
50459,1.6897,1.13942
50658,1.75065,1.65766
50975,1.86618,1.80772
51031,1.7837,1.11245
51245,1.54921,1.58613
51463,1.55397,1.49509
51647,1.76906,1.15053
51849,1.70774,1.4304
52059,2.00415,1.67243
52313,1.9168,1.98903
52582,1.69706,1.562
52771,1.72864,1.35734
52816,1.84011,1.53048
53134,2.00537,1.78247
53205,1.94829,1.35643
53571,2.04355,1.56987
53721,1.71437,1.60596
53914,1.85305,1.28912
54152,1.88913,1.50603
54251,1.35692,1.61282
54469,2.1404,1.71857
54637,2.03503,1.3851
54875,1.92784,1.99033
55027,1.98004,1.02525
55261,2.2234,1.62873
55442,1.69694,1.37461
55776,1.68616,1.74894
55905,1.87974,1.78093
56012,1.5462,1.38356
56238,1.80744,1.49535
56449,1.72375,1.50164
56662,2.2721,1.41907
56957,1.35821,1.54892
57179,1.64661,1.82819
57283,1.93125,1.85436
57488,2.08019,2.16381
57673,1.40279,1.82633
57870,1.33881,1.95062
58200,1.73938,1.60568
58233,1.67154,1.80333
58421,1.48863,1.7991
58615,1.59677,1.8491
58819,2.09761,1.45599
59095,1.54393,1.6306
59220,1.90417,1.29522
59440,2.04984,1.70798
59694,2.39639,2.21996
59890,1.78843,1.77368
60152,1.91003,1.57273
60365,2.24942,1.59275
60453,1.96076,2.08014
60767,1.84235,1.0352
60882,1.81202,1.92553
61115,1.82629,1.93082
61241,2.00692,1.6749
61503,1.78266,1.36342
61602,2.33659,2.0527
61821,1.57678,1.29779
62160,2.1912,1.73315
62360,2.04245,1.74308
62459,1.58024,1.61849
62793,1.79575,2.14766
