id,x,y,z
12,-4.19756,3.36294,3.23322
228,-1.82114,4.49615,3.02674
405,-2.20516,4.74293,2.95019
706,-0.745227,4.94182,3.86126
955,-1.55245,4.71023,4.71412
1078,-1.52711,4.43582,4.73323
1393,-2.79723,4.07071,4.29558
1402,-2.05375,4.7726,4.59043
1658,-2.60315,4.8341,4.96553
1819,-2.81695,4.85021,4.93332
2041,-2.1732,4.06299,4.02391
2237,-2.78871,3.10816,4.95987
2572,-1.43904,4.62932,4.27102
2780,-0.842309,4.05624,4.9696
2975,0.172763,4.76901,3.98928
3046,-0.256594,4.43225,3.98443
3288,-0.582915,3.68894,2.56293
3472,-0.781023,4.90234,3.15593
3628,-1.72348,4.74619,3.96454
3909,-2.61707,4.46435,3.83738
4051,-2.24115,4.27295,4.89088
4230,-1.63427,4.61644,3.48453
4418,-1.81883,3.85033,3.66745
4742,-1.0591,3.36144,2.88606
4803,-0.283072,3.18217,3.34835
5185,-0.385248,4.20628,2.85859
5260,0.562773,4.88661,3.98835
5558,-0.44061,4.69938,4.16854
5735,-1.16317,4.33843,4.55136
5997,-1.55711,4.71556,3.88776
6160,-1.23126,3.79783,4.23491
6393,-1.1188,4.96757,3.64609
6595,-2.02573,4.19028,4.23666
6764,-2.41114,4.84894,4.79478
6832,-1.64103,4.37322,3.54404
7171,-1.3763,4.4052,3.40984
7201,-0.0324504,4.09331,4.00626
7418,-1.05765,3.98233,4.1367
7795,-0.105447,4.21465,3.10438
7959,-0.248782,4.25106,3.91789
8009,-0.83796,4.3125,4.74645
8255,-0.561496,4.76747,3.61389
8510,-1.75916,4.46493,3.5964
8662,-1.04634,3.67737,4.08496
8881,-0.937904,4.24406,4.79845
9012,-1.61119,3.65419,4.01018
9213,-0.986857,3.53691,4.52943
9593,-1.69152,3.63644,4.5185
9700,-2.22575,2.62253,4.79231
9964,-1.91072,3.46538,3.57059
10110,-1.35601,2.47277,4.54705
10255,-1.99044,4.12933,3.80593
10597,-2.26635,4.67881,4.88612
10630,-3.60327,4.48718,4.72174
10964,-1.84527,4.2074,4.46075
11148,-0.361832,4.5937,4.23506
11368,-0.528184,4.16351,4.18015
11482,-0.856572,3.63185,4.8334
11749,-1.70665,2.75025,4.18228
11878,-1.22527,2.29531,2.81939
12118,-1.80853,3.56786,3.21217
12255,-1.843,4.10169,3.00882
12575,-1.227,2.48056,4.92247
12761,-1.60472,3.52205,3.84957
12987,-0.812942,3.72391,3.49493
13076,-1.38978,4.45838,2.32176
13361,-1.142,4.10543,2.46307
13465,-0.507293,4.73734,1.39005
13794,-0.720172,4.35734,3.06029
13990,-1.87163,3.92692,3.70291
14072,-1.22711,4.4562,4.47087
14367,-1.6935,4.47136,4.94585
14586,-0.889904,4.18947,4.94742
14786,-1.51559,4.99883,4.14871
14885,-1.09155,4.24827,4.06425
15037,-1.60454,4.57893,3.42406
15266,-1.78189,4.81774,3.86595
