id,x,y
88,5.64013,7.61472
362,7.55377,7.34533
494,6.97588,6.37786
717,8.66734,7.91947
821,9.73831,7.33171
1043,8.45083,7.37665
1305,9.19614,7.00006
1517,9.14649,6.54318
1750,8.58313,8.39077
1817,7.75329,8.16378
2110,7.73415,8.37308
2360,7.6535,7.40095
2414,7.96981,8.04704
2633,7.76433,7.27373
2847,7.03234,7.38487
3168,7.42919,6.69173
3248,6.6728,7.62093
3592,5.28486,7.80898
3789,5.95783,7.53611
3953,7.06604,8.17427
4094,8.95482,8.46289
4275,7.11212,8.72076
4492,6.68164,8.61666
4605,6.66292,8.58226
4832,7.58124,9.45265
5164,7.22254,9.19652
5301,7.41094,6.83603
5430,7.3328,7.66775
5741,7.902,8.31084
5910,7.61048,7.54397
6006,7.50184,8.93443
6246,6.61712,7.25754
6499,7.86732,6.10904
6654,9.84527,7.23208
6926,8.75339,6.79898
7179,9.36957,8.30016
7228,7.91219,7.17391
7515,7.8478,7.40594
7795,6.86365,7.81581
7835,8.41538,7.36404
8164,7.57851,6.92765
8290,7.41085,7.2356
8486,7.35137,7.6611
8632,6.37898,7.62448
8910,7.19562,8.00878
9010,9.1769,8.47208
9277,8.7339,7.30517
9541,7.7046,7.99111
9650,7.22789,8.08516
9930,7.26986,8.87229
10171,7.73946,8.68772
10336,7.78315,7.80852
10570,7.65644,9.38908
10735,7.73052,8.55484
10893,7.91581,6.54961
11129,6.9633,7.53241
11343,7.15418,7.33579
11589,6.27413,8.38123
11646,4.97733,7.78128
11997,6.18455,7.31581
12020,7.75054,7.72318
12333,7.13834,7.39756
12502,7.70484,7.20167
12746,8.13759,7.57966
12809,8.34105,6.4965
13144,7.49327,7.59764
13230,7.84881,7.16307
13487,7.80283,7.98462
13675,8.73352,7.8168
13840,9.06107,8.54415
14172,8.98792,6.53769
14255,10.0813,6.92736
14489,8.67541,7.70173
14627,8.50831,7.58211
14946,9.40465,8.71714
15004,7.65848,9.29475
15364,7.82162,8.76835
15419,8.38851,7.96182
15732,7.26763,7.49909
15912,8.21736,6.7338
16193,8.05283,7.60242
16270,8.85629,7.98107
16418,8.58418,6.82344
16753,7.57584,6.21553
16923,7.57276,4.13836
17168,7.31426,4.07857
17240,6.89548,7.683
17540,6.75247,7.9117
17671,7.41449,7.63485
17841,7.44287,6.8703
18149,9.54601,4.62722
18247,7.33359,5.08774
18405,7.24086,7.36141
18681,8.06235,6.80396
18937,7.43493,8.56616
19153,7.01347,8.27192
19383,7.46191,7.73309
19419,6.83223,8.14891
19730,8.36796,7.32741
19819,6.40354,7.56417
20046,7.96437,7.35973
20328,7.10325,7.48338
20559,7.48537,9.07507
20612,6.14844,8.50859
20971,6.64176,7.44852
21011,6.23248,7.09772
21206,6.69844,7.83231
21595,7.76478,7.2
21761,6.71796,7.8202
21900,6.43883,8.60868
22016,5.12589,8.95468
22356,6.71394,7.41107
22559,7.08395,9.12401
22633,7.48184,9.24409
22897,7.82586,9.76016
23058,7.76628,7.206
23329,6.70618,6.88174
23465,7.36552,7.04605
23765,8.77671,8.23492
23954,8.54457,8.67794
24168,6.73856,7.08008
24316,6.68979,6.89783
24445,7.07335,7.53922
24705,8.65965,6.15341
24817,8.20131,3.71805
25019,7.65991,4.31973
25342,8.25178,4.74971
25570,7.87442,3.43042
25755,6.76829,4.12322
25943,7.51761,4.24857
26139,8.43851,4.15826
26230,7.28318,4.27816
26556,6.28051,4.20237
26753,8.35696,3.88427
