id,x,y,z
106,0.222335,-2.22982,-3.72425
359,-1.90114,-1.74857,-4.3271
600,-1.25851,-2.82106,-4.59024
745,-0.692569,-4.16481,-4.77333
986,0.361306,-3.32097,-4.98104
1192,0.488177,-3.28721,-3.658
1279,-0.449151,-3.34237,-3.95875
1496,0.238607,-3.34951,-3.03887
1619,-0.288267,-4.26811,-3.83873
1865,-0.346045,-4.70347,-4.60988
2093,-0.424434,-4.93018,-4.60559
2399,-0.694112,-4.27202,-4.75617
2502,-0.930792,-3.00036,-3.55141
2684,-0.786216,-2.90594,-3.26475
2987,-0.894127,-4.49674,-4.1993
3062,0.490693,-4.49794,-3.51812
3292,-0.661584,-4.9762,-3.96684
3487,-1.75976,-4.1172,-4.48472
3775,-1.22602,-4.5312,-4.89309
3933,-1.56176,-3.63643,-3.27902
4166,-0.739711,-4.02121,-3.3491
4225,-0.102993,-4.07922,-3.52182
4431,0.0221731,-4.16091,-3.99316
4698,-0.11501,-3.85509,-4.70371
4932,-0.78564,-3.08353,-4.97839
5109,-2.65829,-3.66858,-4.1239
5313,-1.19111,-4.58027,-4.75861
5412,0.40135,-3.96157,-4.77591
5614,0.220783,-4.80836,-4.47877
5931,-0.225369,-3.19066,-4.28702
6022,1.0179,-3.26758,-3.52051
6228,1.88457,-4.10235,-4.38717
6410,1.10474,-4.82549,-4.95336
6716,0.999643,-4.07639,-4.64171
6820,0.901514,-3.66889,-4.83057
7080,1.45334,-4.66966,-4.45344
7301,1.55004,-4.99655,-4.4387
7480,0.892003,-4.97268,-4.73685
7677,0.999858,-4.18582,-4.84856
7857,0.412981,-3.59025,-3.73495
8010,-0.718922,-3.80939,-3.4589
8341,-0.366509,-3.39563,-4.79774
8507,-0.864076,-4.26237,-4.5409
8690,-0.0855382,-4.9242,-4.67812
8873,-0.0490711,-4.23304,-4.84096
9087,0.854356,-4.53941,-4.14542
9224,0.695379,-4.17084,-4.95367
9524,-0.766842,-3.59172,-3.80841
9768,-0.14199,-3.3285,-4.70069
9824,0.32008,-3.69863,-4.79788
10011,0.778309,-4.29369,-4.01105
10399,-0.139269,-4.86958,-4.84371
10414,-0.13681,-4.91449,-4.4934
10621,-1.00454,-4.03284,-3.94722
10942,-2.88802,-3.22169,-4.78663
11119,-1.24112,-2.97134,-4.86252
11295,-1.93333,-2.58216,-4.91729
11482,-2.11068,-2.85707,-3.90309
11732,-1.26049,-3.69645,-4.73565
11810,-1.09905,-4.80117,-3.73294
