id,x,y,z
4,-3.67572,2.53573,3.43922
223,-3.21359,2.04842,4.79769
515,-3.68511,1.93328,4.53252
607,-2.66392,1.77345,4.26186
840,-2.07695,3.21769,3.09511
1174,-3.00027,3.32925,4.13619
1257,-2.30139,4.01051,4.10875
1569,-2.87809,4.77671,4.18744
1779,-2.49653,4.54393,3.83191
1816,-1.90464,4.55147,3.49484
2026,-0.599867,4.93399,4.34829
2330,-2.11313,4.84765,3.57028
2413,-1.89433,4.44889,2.84602
2661,-1.07258,4.80847,3.09058
2901,-1.64301,4.72819,3.57853
3162,-2.74494,4.07486,3.96572
3216,-2.21822,3.85047,3.21873
3582,-1.86914,3.73309,3.12639
3743,0.199718,3.55829,3.72718
3963,0.197908,4.34274,4.52145
4066,-0.612605,4.92828,3.18163
4229,-1.6903,4.44921,4.14632
4538,-1.84029,4.57214,3.60656
4727,-1.4087,4.3231,3.87151
4904,-1.22192,4.47639,4.57532
5152,-2.13693,4.57014,4.7399
5361,-0.583803,4.96248,4.84038
5492,-1.38682,4.78811,3.83679
5677,-1.91671,3.57548,3.61762
5848,-1.35319,4.81279,2.65448
6080,-2.45608,4.8413,3.72714
6383,-2.09613,4.4464,4.61965
6575,-2.58508,4.86813,4.28394
6741,-2.54068,3.99126,4.41285
6823,-0.865967,4.93293,3.30492
7103,-1.42884,4.51063,3.62186
7400,-1.66084,4.1028,4.79751
7416,-3.19452,3.78797,3.73879
7768,-1.61094,2.74964,4.24324
7929,-1.16143,3.83364,4.20351
8038,-0.63654,4.7971,3.01332
8387,-1.93873,4.77087,2.64718
8572,-1.31314,4.26083,3.10399
8643,-1.8589,4.88364,3.72721
8991,-1.02047,4.6657,4.87426
9124,-1.82618,4.58772,3.78515
9310,-3.14924,4.76761,4.7843
9593,-1.77612,4.42762,4.35405
9799,-2.51926,4.32212,4.81861
9972,-1.44359,4.65477,4.37558
10083,-1.86927,4.01927,4.08121
10348,-0.729553,4.79879,4.55055
10529,-0.889458,4.84428,4.90441
10683,-1.31704,4.59498,4.33261
10937,-2.23471,3.86224,4.30509
11081,-2.4476,3.46875,4.09244
11373,-2.33199,2.59663,4.53412
11536,-1.40787,2.25256,4.88794
11755,-0.84629,3.65743,4.29203
11826,-0.57351,4.95533,4.54526
12088,-2.13678,4.75333,3.84216
12313,-1.31949,4.77939,3.83061
12434,-2.10029,4.80029,4.03283
12667,-1.89212,4.36353,4.87581
12967,-0.509123,4.81806,3.52679
13121,-1.52066,4.41215,4.36489
13239,-1.80234,3.83785,3.29655
13593,-2.4103,4.1033,2.84939
13654,-1.86276,4.4183,1.63141
13994,-3.38563,3.85209,2.49129
14200,-2.57594,3.71624,3.22299
14239,-1.11224,3.69419,3.21282
14563,-0.593582,3.16909,3.64832
14666,-1.29849,3.01572,3.53945
14832,-2.0763,4.03241,3.74653
15154,-1.83384,4.66468,4.68914
15263,-2.58945,4.19171,3.71694
15598,-2.75045,3.88515,4.05031
15670,-3.02019,3.23285,4.31704
15815,-2.3099,3.75658,4.15044
16089,-1.07907,4.72213,4.48669
16297,-1.89052,4.10825,4.85151
16512,-2.32914,3.98711,4.57822
16659,-0.995303,4.70618,4.89613
16996,-1.31571,3.25929,4.23376
17187,-1.67927,2.81056,4.04611
17203,-2.19453,4.04843,4.11131
17539,-1.70674,4.65586,3.29381
17601,-1.68796,4.84861,2.9665
17926,-1.55479,4.99004,2.26962
18048,-1.5336,4.05985,4.79162
18211,-0.761199,4.99181,4.68775
18540,-0.986588,3.90901,4.48436
18785,-2.15156,4.61737,4.18936
18848,-1.70299,4.93231,3.88266
19095,-1.86425,3.35237,3.28927
19381,-1.54139,3.60907,1.8107
19598,-1.25557,3.91488,2.20971
19723,-2.27288,4.46766,3.46395
19927,-0.154085,4.98899,3.88423
20058,-1.02204,4.24638,4.87502
20287,-1.74608,4.6231,4.48423
20574,-1.3984,4.25343,4.19175
20653,-1.34264,3.66524,3.76629
20976,-1.11757,4.66549,2.79492
21168,-0.502742,4.63917,3.69836
21278,-0.646084,4.7496,2.91627
21468,0.355209,4.99597,3.86622
21781,-1.20644,4.94673,4.22731
21926,-0.744611,4.07,4.53265
22051,-0.777138,4.60731,4.6231
22268,-1.81911,4.04617,3.50433
22561,-1.44441,4.10739,3.0828
22730,-2.68104,4.16337,3.62602
22862,-2.26457,4.59236,3.92811
23051,-1.69118,4.22071,2.83353
23202,-1.12645,4.15328,3.20082
23428,-0.796461,4.50365,2.48285
23602,-1.89936,4.2009,2.7604
23825,-1.52943,4.47938,3.23567
24001,-0.846931,4.14122,2.87612
24228,-1.31326,4.24016,3.40514
24425,-1.70004,3.98379,3.53382
24667,-0.960756,4.48352,3.76842
24822,-1.98762,3.60819,4.14647
25078,-1.70965,3.6899,3.53645
25252,-2.20299,4.03279,4.83184
25501,-2.78334,4.78349,4.0484
25750,-1.18908,4.74029,3.76615
25832,-1.48693,4.43474,3.26216
26173,-0.532618,4.53825,4.01495
26344,-0.823605,4.46904,3.75098
26497,-1.43027,3.57729,4.50047
26615,-0.850162,4.48131,4.55004
26822,-0.0584264,4.31536,4.06565
27058,-0.685724,4.64866,3.30571
27290,-0.252944,4.47686,4.86871
27542,0.10618,4.32632,4.69332
27684,-1.36211,4.293,4.87182
27998,-0.537171,3.07454,4.25548
28164,-1.10055,4.64644,4.24397
28299,0.574991,4.25493,4.66263
28405,0.183967,3.36187,4.61595
28756,-0.804305,3.96788,2.87656
28879,-0.0294187,4.72359,3.70081
29056,-1.7913,4.2314,2.27392
29301,-1.66504,3.17664,3.2684
29549,-1.0372,3.45111,3.88224
29636,-0.868204,3.25107,3.9884
29929,-2.47474,4.13856,4.45271
30103,-4.29141,4.69076,4.21558
30206,-2.73455,4.7575,4.59572
30564,-1.98169,4.61327,4.27407
30620,-1.72335,4.84546,3.54012
30848,-1.4175,3.59384,3.07556
31023,-1.28511,4.06118,1.96093
31358,-1.70284,3.93969,2.93415
31539,-2.47309,4.82894,4.72158
31702,-2.83952,4.32406,4.6841
31972,-1.50963,4.06946,4.49563
32059,-1.76596,4.22731,3.74028
32332,-1.88113,4.67475,3.59337
32592,-1.72742,4.32631,4.27438
32783,-1.36623,4.26545,3.36413
32865,-1.49364,4.77015,4.93527
33051,-0.873335,4.64686,4.60413
33224,0.12348,4.85861,4.69472
33473,0.00973199,4.85072,4.78807
33777,-0.865123,3.70395,4.36351
33964,-0.636625,4.06976,4.55375
34098,-1.58429,4.44568,4.75172
34218,-1.3754,3.19016,3.19969
34413,0.196981,4.40874,3.4118
34679,-0.876085,3.96488,4.0051
34826,-0.585354,4.4286,4.74757
35037,0.0808773,4.6317,3.70499
35276,-0.280274,4.35296,3.1051
35448,0.444321,3.59321,2.65909
35602,-0.435606,4.65416,3.41955
35899,-0.0436302,3.97462,2.84119
36066,-0.643772,4.8231,2.57547
36307,-2.52775,4.94217,2.56383
36542,-2.5024,4.72761,2.71708
36786,-1.40063,4.5563,3.47055
36962,-2.12646,4.14044,3.9256
37114,-2.40947,4.60894,4.82333
37336,-3.16983,4.99268,4.79059
37505,-3.10521,4.8505,4.67085
37690,-2.77613,4.11886,4.75428
37888,-1.11062,4.52582,3.65812
38111,-1.39512,4.92412,2.32108
38347,-2.31897,4.49239,4.02288
38434,-0.793379,3.9727,3.07728
38770,-2.54229,4.72526,4.13477
38991,-3.1664,4.85736,4.99496
39065,-2.21301,4.97866,4.50361
39310,-2.91871,3.34436,4.74584
39510,-2.69333,4.07893,3.0751
39671,-2.12383,4.90133,3.81646
39976,-2.82079,4.20643,3.78704
40108,-2.64851,4.66569,3.31729
40238,-1.70799,3.6553,3.79305
40490,-1.81498,3.05687,3.83552
40753,-2.71275,3.56726,4.24253
40818,-2.5311,4.12894,3.14572
41045,-2.12069,4.24491,3.834
41286,-1.85307,4.24325,4.36053
41485,-1.6009,4.18695,4.69077
41664,-2.01404,4.68582,2.93806
41943,-1.63528,4.72175,2.76797
42127,-2.1117,4.39827,3.15955
42226,-2.04809,4.57618,3.54295
42459,-1.46208,4.88532,3.92294
42782,-0.899534,4.3444,4.6784
42889,-1.18364,4.89003,4.34861
43051,-1.19986,4.30587,2.88441
43340,-0.950616,3.78483,3.42988
43405,-0.933665,4.12082,3.2126
43738,-1.78345,4.3622,3.39985
43918,-2.54778,3.72423,3.22804
44199,-3.23644,4.64023,3.70322
44399,-1.83288,4.49395,4.126
44476,-1.58068,4.50067,4.26789
44651,-2.60111,4.5358,4.35445
44845,-3.11104,4.78973,3.85558
45166,-2.66179,3.42113,3.53784
45334,-1.84269,3.66582,3.12824
45415,-0.248659,4.25591,2.88968
45672,-0.429298,4.71614,2.42257
45854,-1.08091,3.51547,2.67587
46167,-2.0841,4.24375,2.01761
46275,-1.70171,4.55918,2.63708
46525,-0.81625,4.61722,2.5369
46781,-1.09111,4.24057,4.3721
46939,-2.27729,4.00292,4.54328
47153,-0.986589,4.83836,4.88346
47338,-1.4347,3.82336,4.95674
