id,x,y
120,3.24318,2.86528
312,3.53041,2.75718
423,4.08464,2.38514
758,2.41834,1.88745
999,2.00139,1.98735
1124,2.9227,0.851629
1290,4.54708,2.09512
1522,3.5351,1.92838
1714,3.54495,2.13304
1867,3.04753,2.33659
2040,2.19687,2.1817
2334,2.38321,1.52305
2412,1.90743,2.63991
2753,2.21144,1.87686
2864,2.73954,2.0265
3010,4.025,2.2929
3368,4.30394,2.66673
3538,3.02129,3.4228
3678,3.86038,1.98139
3907,3.99638,1.73487
4078,3.62266,1.97588
4306,3.20272,1.71916
4439,4.60984,2.23176
4657,4.03628,2.45971
4946,3.31844,2.75604
5069,3.70217,2.28347
5397,4.07894,1.93405
5526,4.89941,3.46613
5713,3.24349,1.8221
5845,3.53012,1.85428
6084,3.45465,1.60707
6352,4.1407,2.76974
6456,3.64616,2.49353
6730,1.87107,0.9791
6992,2.16283,0.672662
7012,1.06335,1.26528
7282,2.15303,2.16838
7587,1.70768,2.56816
7714,2.14603,2.22515
7818,3.03899,1.68892
8009,2.9994,2.1441
8298,3.91117,2.21744
8414,3.11548,1.50976
8699,3.78865,1.1933
8873,3.62057,1.88289
9172,3.16152,1.93713
9255,2.37855,2.91717
9585,2.513,2.41707
9742,2.89734,3.59331
9960,3.83365,3.29757
10046,2.24686,3.14531
10226,3.00249,3.50224
10473,4.39479,3.12418
10756,2.94103,2.16433
10934,2.08992,2.53287
11197,3.34748,3.35185
11279,3.54984,1.81811
11468,2.88987,2.02426
11719,1.77258,2.73797
11861,2.22264,2.43757
12200,0.992683,2.02617
12375,1.66829,1.63079
12451,1.7823,1.59237
12774,1.76488,1.61334
12801,1.08606,2.60783
13105,1.28661,0.584995
13283,2.18042,1.02435
13441,2.19844,2.17
13602,2.83458,1.35204
13883,2.77541,2.94172
14190,2.24596,1.40788
14241,2.55879,1.78062
14488,3.216,3.20872
14638,3.40654,2.95855
14944,1.85721,2.81542
15137,3.19001,1.83156
15376,2.47488,1.71974
15484,3.3888,2.7584
15607,3.38976,3.43834
15867,4.20582,3.24012
16038,4.30536,2.61203
16381,4.43019,3.16359
16566,4.54565,2.96848
16744,4.94845,2.56189
16982,4.32829,1.30282
17105,4.49151,2.62367
17300,3.89747,1.28349
17430,4.48556,2.21817
17660,4.39473,2.43828
17880,4.32703,1.79875
18169,4.94504,1.90271
18249,3.12119,3.34774
18548,4.52143,2.64499
18748,4.40776,2.50231
18864,4.11315,2.46223
19087,3.46501,2.18174
19315,4.44851,1.84276
19470,3.97015,3.81167
19790,4.74601,2.78724
19832,3.70802,2.44156
20068,3.46523,0.650744
20247,2.97892,0.64549
20526,2.73928,0.488167
20603,3.06906,1.30805
20966,2.05126,1.2689
21143,2.23765,0.544291
21244,1.75287,1.42776
21504,1.32373,2.41475
21676,1.31924,1.95944
21899,1.43499,2.02453
22097,2.08122,1.75916
22238,1.75743,2.29646
22411,2.08096,2.05642
22609,0.462362,2.18319
22904,1.10295,2.20628
23146,1.06324,2.00725
23340,2.60996,1.76347
23429,2.63882,1.36076
23735,2.69885,1.43671
23845,2.39616,1.66343
24053,2.03216,1.92212
24238,1.4249,1.51959
24587,1.61236,1.28152
24619,3.05983,2.10903
24978,2.97826,1.71542
25059,1.88915,4.12249
25270,3.44223,3.7872
25509,4.1288,2.87609
25709,2.37858,3.22158
25919,1.38882,3.17475
26102,1.36812,1.33343
26222,1.17972,1.46592
26505,1.44248,1.58197
26780,1.42342,0.937974
26955,2.11434,1.80604
27168,2.19104,1.98561
27234,0.756341,0.523271
27457,2.16952,0.839626
27671,2.06621,2.09161
27873,3.7239,3.25948
28048,4.89132,2.52445
28340,3.6939,2.89788
28506,4.01388,3.50557
28728,4.69864,2.45933
28939,4.37366,2.93788
29083,4.63678,3.38153
29309,3.22389,3.99114
29520,2.87115,3.88622
29666,2.3451,3.98724
29960,1.79145,3.29364
30177,1.67791,2.5216
30347,1.76292,1.58453
30401,1.49912,2.07016
30698,2.40522,1.29275
30815,1.92628,1.56799
31006,2.29988,1.39264
31283,1.4275,1.08632
31404,2.34038,2.25048
31728,1.87255,3.53877
31856,2.14339,1.85951
32119,1.80801,1.27194
32362,1.78653,2.24904
32582,1.01843,1.24126
32625,1.71211,1.69216
32939,2.0086,1.67618
33147,4.51769,3.13836
33360,4.29092,2.62358
33433,4.28426,2.68196
33627,2.24047,2.06519
33969,2.75267,2.32288
34008,3.33322,2.57404
34345,3.84597,2.53319
34579,2.48985,1.53852
34767,1.72005,2.14916
34847,1.72826,2.55695
35082,1.49207,1.56292
35253,1.25718,2.42175
35406,1.7538,2.94751
35674,2.43568,2.11322
35873,4.00693,2.04215
36144,4.51728,1.7284
36258,4.48446,2.05475
36530,4.56774,2.84257
36638,4.44815,4.15104
36826,4.0142,2.42925
37070,3.05178,2.07465
37232,1.90946,3.65811
37402,1.26451,4.63984
37712,1.34244,2.47277
37847,1.51483,1.5085
38146,1.85999,1.86543
38385,2.81271,2.45868
38583,4.4089,4.23506
38671,4.5686,3.91236
38861,3.98343,2.7934
39168,3.37151,1.97219
39217,2.22987,0.858667
39535,2.45393,1.03095
39655,1.67884,2.10263
39876,1.03013,1.01584
40037,1.52126,0.782181
40248,2.15164,0.984781
40464,3.12856,0.543162
40778,3.87565,0.868602
40934,3.26457,2.14901
41059,1.94949,1.27087
41242,2.52676,0.748773
41459,3.64566,1.89986
41774,2.93379,1.5816
41853,1.74376,1.55024
42001,0.837163,1.8665
42332,0.409627,1.39544
42470,1.12944,2.64036
42743,1.75128,2.28247
42856,2.78168,1.9623
43164,1.67177,2.2869
43372,1.14724,2.33883
43460,2.27747,1.36359
43604,3.10659,1.66553
43982,3.97728,2.9639
44143,2.9228,2.63853
44232,3.97571,1.88693
44459,1.84304,2.58462
44635,2.98335,0.956905
44898,3.62093,2.69113
45093,4.51339,4.51451
45255,4.16133,2.39672
45530,3.81413,1.27668
45630,3.55006,0.667269
45910,2.24229,0.82599
46142,2.57123,1.08177
46295,0.0724961,1.1908
46450,0.339666,0.711676
46784,0.944876,0.419694
46842,2.61979,0.921405
47178,1.59998,2.09716
47216,2.80827,2.49344
47515,2.43813,2.24628
47618,1.80925,3.79899
47826,2.54083,3.96815
48189,1.90457,3.22771
48353,1.10572,4.39311
48517,2.38662,3.42626
48751,3.60531,1.9801
48829,1.91327,2.69294
49184,1.99736,1.53668
49204,2.53587,2.56526
49480,1.60806,2.92181
49701,1.67074,2.62303
49945,1.60349,1.79507
50074,2.42977,2.04697
50271,3.55806,2.08628
50540,2.06022,1.1001
50764,2.39458,1.13541
50989,1.84652,0.480377
51152,2.30547,2.05362
51398,2.09596,2.92392
51485,3.20957,2.83566
51706,4.03863,2.33637
